ID,RegionA,RegionB,VolumeA,VolumeB,CLASS_REFORMAT_ERROR,CLASS_WLZ_RCC_EMPTY,CLASS_WLZ_RCC_DC,CLASS_WLZ_RCC_EC,CLASS_WLZ_RCC_EQ,CLASS_WLZ_RCC_PO,CLASS_WLZ_RCC_TPP,CLASS_WLZ_RCC_NTPP,CLASS_WLZ_RCC_TPPI,CLASS_WLZ_RCC_NTPPI,CLASS_WLZ_RCC_TSUR,CLASS_WLZ_RCC_TSURI,CLASS_WLZ_RCC_NTSUR,CLASS_WLZ_RCC_NTSURI,CLASS_WLZ_RCC_ENC,CLASS_WLZ_RCC_ENCI,CLASS_WLZ_RCC_OST,QUANT_REFORMAT_ERROR,QUANT_WLZ_RCC_EMPTY,QUANT_WLZ_RCC_DC,QUANT_WLZ_RCC_EC,QUANT_WLZ_RCC_EQ,QUANT_WLZ_RCC_PO,QUANT_WLZ_RCC_TPP,QUANT_WLZ_RCC_NTPP,QUANT_WLZ_RCC_TPPI,QUANT_WLZ_RCC_NTPPI,QUANT_WLZ_RCC_TSUR,QUANT_WLZ_RCC_TSURI,QUANT_WLZ_RCC_NTSUR,QUANT_WLZ_RCC_NTSURI,QUANT_WLZ_RCC_ENC,QUANT_WLZ_RCC_ENCI,QUANT_WLZ_RCC_OST
11,2ndBranchialArch_LHS,forelimb_L_anterior,153797,45965,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2ndBranchialArch_LHS,forelimb_L_dorsal,153797,181623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2ndBranchialArch_LHS,forelimb_L_flank,153797,19602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2ndBranchialArch_LHS,forelimb_L_flank_proximal,153797,495458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2ndBranchialArch_LHS,forelimb_L_flank_proximal_v2,153797,408923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2ndBranchialArch_LHS,forelimb_L_middle,153797,55103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2ndBranchialArch_LHS,forelimb_L_posterior,153797,45584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2ndBranchialArch_LHS,forelimb_L_proximal,153797,76790,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2ndBranchialArch_LHS,forelimb_L_ventral,153797,114260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2ndBranchialArch_LHS,forelimb_R,153797,234439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2ndBranchialArch_LHS,forelimb_R_AER,153797,13414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2ndBranchialArch_LHS,forelimb_R_PZ,153797,41958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2ndBranchialArch_LHS,forelimb_R_anterior,153797,32242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2ndBranchialArch_LHS,forelimb_R_dorsal,153797,172746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2ndBranchialArch_LHS,forelimb_R_flank,153797,55479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2ndBranchialArch_LHS,forelimb_R_middle,153797,69380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2ndBranchialArch_LHS,forelimb_R_posterior,153797,46795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2ndBranchialArch_LHS,forelimb_R_proximal,153797,41388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2ndBranchialArch_LHS,forelimb_R_ventral,153797,114699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2ndBranchialArch_LHS,heart,153797,840612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000156901714151,0,0,0,0,0,0,0,0,0,0,0
31,2ndBranchialArch_LHS,hindlimb_L,153797,177791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2ndBranchialArch_LHS,hindlimb_R,153797,152739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2ndBranchialArch_LHS,hyoid_arch,153797,165060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.353589682634,0,0,0,0,0,0,0,0,0.914718752641,0.509844904883,0
34,2ndBranchialArch_LHS,liver,153797,88757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2ndBranchialArch_LHS,mandibular_arch,153797,365770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612699771303,0,0,0,0,0,0,0,0,0,0,0
36,2ndBranchialArch_LHS,maxillary_process,153797,266980,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2ndBranchialArch_LHS,mesencephalon,153797,745515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2ndBranchialArch_LHS,metencephalon,153797,1768228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2ndBranchialArch_LHS,neural_tube,153797,1377217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2ndBranchialArch_LHS,olfactory_placode,153797,618910,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2ndBranchialArch_LHS,otic_pit,153797,101926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108267716535,0,0,0,0,0,0,0,0,0,0,0
42,2ndBranchialArch_LHS,rathke_pouch,153797,13624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2ndBranchialArch_LHS,tail_bud,153797,119066,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2ndBranchialArch_LHS,telencephalon,153797,1002166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2ndBranchialArch_LHS,Ctnnb1,153797,5673688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0166264870654,0,0,0,0,0,0,0,0,0.997691762518,0,0
46,2ndBranchialArch_LHS,Fgf8_1009,153797,67598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.80675817897e-05,0,0,0,0,0,0,0,0,0.960090248835,0,0
47,2ndBranchialArch_LHS,Fgf8_1028,153797,27832,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564107232261,0,0
48,2ndBranchialArch_LHS,Fzd1,153797,515619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0281750712671,0,0,0,0,0,0,0,0,0.995416035423,0,0
49,2ndBranchialArch_LHS,Fzd10,153797,3644620,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00820463192361,0,0,0,0,0,0,0,0,0.999765925213,0,0
50,2ndBranchialArch_LHS,Fzd3,153797,3793904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.015250745808,0,0,0,0,0,0,0,0,0.999408310955,0,0
51,2ndBranchialArch_LHS,Fzd4,153797,157650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0821834986709,0,0,0,0,0,0,0,0,0.924309316827,0,0
52,2ndBranchialArch_LHS,Fzd5,153797,265320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000506081331089,0,0,0,0,0,0,0,0,0.994401711347,0,0
53,2ndBranchialArch_LHS,Fzd6,153797,3228769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0094653623604,0,0,0,0,0,0,0,0,0.98903749748,0,0
54,2ndBranchialArch_LHS,Fzd7,153797,2263985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0129669788238,0,0,0,0,0,0,0,0,0.997451185654,0,0
55,2ndBranchialArch_LHS,Fzd8,153797,2742695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.005434184579,0,0,0,0,0,0,0,0,0.998556538814,0,0
56,2ndBranchialArch_LHS,Fzd9,153797,327569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000812932065076,0,0,0,0,0,0,0,0,0.990441946202,0,0
57,2ndBranchialArch_LHS,Lef1,153797,2414676,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00925213179003,0,0,0,0,0,0,0,0,0.990493962821,0,0
58,2ndBranchialArch_LHS,PCNA_B,153797,2258472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00951271752113,0,0,0,0,0,0,0,0,0.981618627151,0,0
59,2ndBranchialArch_LHS,PCNA_C,153797,3054671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0127516121803,0,0,0,0,0,0,0,0,0.991859399078,0,0
60,2ndBranchialArch_LHS,Sfrp1,153797,2304559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0279195712967,0,0,0,0,0,0,0,0,1,0,0
61,2ndBranchialArch_LHS,Sfrp2,153797,4169934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0120778075027,0,0,0,0,0,0,0,0,1,0,0
62,2ndBranchialArch_LHS,Sfrp3,153797,2704049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0263780442386,0,0,0,0,0,0,0,0,0.999551356658,0,0
63,2ndBranchialArch_LHS,Sfrp4,153797,2253489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0024894765686,0,0,0,0,0,0,0,0,0.932683992536,0,0
64,2ndBranchialArch_LHS,Shh,153797,385609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00204158593516,0,0,0,0,0,0,0,0,0.752192825608,0,0
65,2ndBranchialArch_LHS,Tcf7,153797,4137336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00816444576638,0,0,0,0,0,0,0,0,0.999765925213,0,0
66,2ndBranchialArch_LHS,Tcf7l1,153797,3381256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.015075438931,0,0,0,0,0,0,0,0,0.987828111081,0,0
67,2ndBranchialArch_LHS,Tcf7l2,153797,2486259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0191877323284,0,0,0,0,0,0,0,0,0.986592716373,0,0
68,2ndBranchialArch_LHS,Wif1,153797,1408138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00158387652176,0,0,0,0,0,0,0,0,0.980578294765,0,0
69,2ndBranchialArch_LHS,Wise,153797,1848536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00865373668743,0,0,0,0,0,0,0,0,0.998309459872,0,0
70,2ndBranchialArch_LHS,Wnt1,153797,154892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000301364891314,0,0,0,0,0,0,0,0,0.969648302633,0,0
71,2ndBranchialArch_LHS,Wnt10A,153797,413643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00970666476863,0,0,0,0,0,0,0,0,0.999882962607,0,0
72,2ndBranchialArch_LHS,Wnt10B,153797,51179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00285234817239,0,0,0,0,0,0,0,0,0.960564900486,0,0
73,2ndBranchialArch_LHS,Wnt11,153797,3196672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0100185847551,0,0,0,0,0,0,0,0,0.993725495296,0,0
74,2ndBranchialArch_LHS,Wnt16,153797,463013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00113616075052,0,0,0,0,0,0,0,0,0.796699545505,0,0
75,2ndBranchialArch_LHS,Wnt2,153797,981554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00163299514777,0,0,0,0,0,0,0,0,0.933314694045,0,0
76,2ndBranchialArch_LHS,Wnt2B,153797,51084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.78635966475e-05,0,0,0,0,0,0,0,0,0.928568177533,0,0
77,2ndBranchialArch_LHS,Wnt3,153797,1028642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0120710138179,0,0,0,0,0,0,0,0,0.985883989935,0,0
78,2ndBranchialArch_LHS,Wnt3A,153797,377281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000252380665381,0,0,0,0,0,0,0,0,0.916480815621,0,0
79,2ndBranchialArch_LHS,Wnt4,153797,592591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00238513480846,0,0,0,0,0,0,0,0,0.994297678108,0,0
80,2ndBranchialArch_LHS,Wnt5A,153797,429701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000936612276826,0,0,0,0,0,0,0,0,0.988315766888,0,0
81,2ndBranchialArch_LHS,Wnt5B,153797,17485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000823882062159,0,0,0,0,0,0,0,0,0.932762017465,0,0
82,2ndBranchialArch_LHS,Wnt6,153797,1236140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0280355790395,0,0,0,0,0,0,0,0,0.998810119833,0,0
83,2ndBranchialArch_LHS,Wnt7A,153797,884601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.43009692282e-05,0,0,0,0,0,0,0,0,0.768376496291,0,0
84,2ndBranchialArch_LHS,Wnt7B,153797,1173183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00151777135918,0,0,0,0,0,0,0,0,0.95927098708,0,0
85,2ndBranchialArch_LHS,Wnt8A,153797,143251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00319145702678,0,0,0,0,0,0,0,0,0.746640051496,0,0
86,2ndBranchialArch_LHS,Wnt8B,153797,108590,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.38526480285e-05,0,0,0,0,0,0,0,0,0.818234425899,0,0
87,2ndBranchialArch_LHS,Wnt9A,153797,271095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00382495458014,0,0,0,0,0,0,0,0,0.960740456576,0,0
88,2ndBranchialArch_LHS,Wnt9B,153797,83024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.044654121342,0,0,0,0,0,0,0,0,0.947274654252,0,0
89,2ndBranchialArch_RHS,2ndBranchialArch_LHS,159138,153797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2ndBranchialArch_RHS,2ndBranchialArch_RHS,159138,159138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,2ndBranchialArch_RHS,FitzP_BranchialArch_L,159138,1194804,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176552759357,0,0,0,0,0,0,0,0,0,0,0
92,2ndBranchialArch_RHS,diencephalon,159138,1219472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2ndBranchialArch_RHS,diencephalon_floor_plate,159138,71335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2ndBranchialArch_RHS,embryo,159138,14409122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0108493675365,0,0,0,0,0,0,0,0,1,0,0
95,2ndBranchialArch_RHS,eye,159138,56729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2ndBranchialArch_RHS,forelimb_L,159138,261002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2ndBranchialArch_RHS,forelimb_L_AER,159138,10181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2ndBranchialArch_RHS,forelimb_L_PZ,159138,27426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2ndBranchialArch_RHS,forelimb_L_anterior,159138,45965,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2ndBranchialArch_RHS,forelimb_L_dorsal,159138,181623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2ndBranchialArch_RHS,forelimb_L_flank,159138,19602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2ndBranchialArch_RHS,forelimb_L_flank_proximal,159138,495458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2ndBranchialArch_RHS,forelimb_L_flank_proximal_v2,159138,408923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2ndBranchialArch_RHS,forelimb_L_middle,159138,55103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2ndBranchialArch_RHS,forelimb_L_posterior,159138,45584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2ndBranchialArch_RHS,forelimb_L_proximal,159138,76790,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2ndBranchialArch_RHS,forelimb_L_ventral,159138,114260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2ndBranchialArch_RHS,forelimb_R,159138,234439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2ndBranchialArch_RHS,forelimb_R_AER,159138,13414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2ndBranchialArch_RHS,forelimb_R_PZ,159138,41958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2ndBranchialArch_RHS,forelimb_R_anterior,159138,32242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2ndBranchialArch_RHS,forelimb_R_dorsal,159138,172746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2ndBranchialArch_RHS,forelimb_R_flank,159138,55479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2ndBranchialArch_RHS,forelimb_R_middle,159138,69380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2ndBranchialArch_RHS,forelimb_R_posterior,159138,46795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2ndBranchialArch_RHS,forelimb_R_proximal,159138,41388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2ndBranchialArch_RHS,forelimb_R_ventral,159138,114699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2ndBranchialArch_RHS,heart,159138,840612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00179946246e-06,0,0,0,0,0,0,0,0,0,0,0
119,2ndBranchialArch_RHS,hindlimb_L,159138,177791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2ndBranchialArch_RHS,hindlimb_R,159138,152739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2ndBranchialArch_RHS,hyoid_arch,159138,165060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.303722589285,0,0,0,0,0,0,0,0,0.846410034058,0,0
122,2ndBranchialArch_RHS,liver,159138,88757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2ndBranchialArch_RHS,mandibular_arch,159138,365770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00518960241135,0,0,0,0,0,0,0,0,0,0,0
